date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:28	40351/40351	---M--	200	added ('OK')	image/png	etag:%22654f11f5-9d9f%22	https://thetork.com/demos/html/bitrader/assets/images/demo/1-dark.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/1-dark.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:28	37593/37593	---M--	200	added ('OK')	image/png	etag:%22654f11f5-92d9%22	https://thetork.com/demos/html/bitrader/assets/images/demo/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:29	82818/82818	---MCZ	200	added ('OK')	text/html	etag:W/%22654f66c1-14382%22	https://thetork.com/demos/html/bitrader/index-2.html?theme=light	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-26a08.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:29	34539/34539	---M--	200	added ('OK')	image/png	etag:%22654f11f5-86eb%22	https://thetork.com/demos/html/bitrader/assets/images/demo/2-dark.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/2-dark.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:30	82818/82818	---MCZ	200	added ('OK')	text/html	etag:W/%22654f66c1-14382%22	https://thetork.com/demos/html/bitrader/index-2.html?theme=dark	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-24965.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:30	32874/32874	---M--	200	added ('OK')	image/png	etag:%22654f11f5-806a%22	https://thetork.com/demos/html/bitrader/assets/images/demo/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:30	66903/66903	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-10557%22	https://thetork.com/demos/html/bitrader/index-3.html?theme=light	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-36a08.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:31	31448/31448	---M--	200	added ('OK')	image/png	etag:%22654f11f5-7ad8%22	https://thetork.com/demos/html/bitrader/assets/images/demo/3-dark.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/3-dark.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:31	66903/66903	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-10557%22	https://thetork.com/demos/html/bitrader/index-3.html?theme=dark	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-34965.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:32	50213/50213	---M--	200	added ('OK')	image/png	etag:%22654f11f5-c425%22	https://thetork.com/demos/html/bitrader/assets/images/demo/4.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/4.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:32	69052/69052	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-10dbc%22	https://thetork.com/demos/html/bitrader/index-4.html?theme=light	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-46a08.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:32	47991/47991	---M--	200	added ('OK')	image/png	etag:%22654f11f5-bb77%22	https://thetork.com/demos/html/bitrader/assets/images/demo/4-dark.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/4-dark.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:32	69052/69052	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-10dbc%22	https://thetork.com/demos/html/bitrader/index-4.html?theme=dark	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-44965.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:33	24114/24114	---M--	200	added ('OK')	image/png	etag:%22654f11f5-5e32%22	https://thetork.com/demos/html/bitrader/assets/images/demo/5.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/5.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:33	66790/66790	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-104e6%22	https://thetork.com/demos/html/bitrader/index-5.html?theme=light	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-56a08.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:33	24521/24521	---M--	200	added ('OK')	image/png	etag:%22654f11f5-5fc9%22	https://thetork.com/demos/html/bitrader/assets/images/demo/5-dark.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/5-dark.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:34	66790/66790	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-104e6%22	https://thetork.com/demos/html/bitrader/index-5.html?theme=dark	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/index-54965.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:34	16162/16162	---M--	200	added ('OK')	image/png	etag:%22654f11f5-3f22%22	https://thetork.com/demos/html/bitrader/assets/images/demo/new.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/demo/new.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:34	35371/35371	---MCZ	200	added ('OK')	text/html	etag:W/%22654f66c1-8a2b%22	https://thetork.com/demos/html/bitrader/services.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/services.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:35	37296/37296	---MCZ	200	added ('OK')	text/html	etag:W/%22654f66c1-91b0%22	https://thetork.com/demos/html/bitrader/service-details.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/service-details.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:35	41651/41651	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-a2b3%22	https://thetork.com/demos/html/bitrader/about.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/about.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:35	36485/36485	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-8e85%22	https://thetork.com/demos/html/bitrader/price.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/price.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:36	36064/36064	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-8ce0%22	https://thetork.com/demos/html/bitrader/team.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/team.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:36	48325/48325	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-bcc5%22	https://thetork.com/demos/html/bitrader/team-2.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/team-2.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:36	26849/26849	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-68e1%22	https://thetork.com/demos/html/bitrader/team-details.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/team-details.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:37	36100/36100	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-8d04%22	https://thetork.com/demos/html/bitrader/blogs.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/blogs.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:37	40878/40878	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-9fae%22	https://thetork.com/demos/html/bitrader/blog-sidebar.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/blog-sidebar.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:37	45086/45086	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-b01e%22	https://thetork.com/demos/html/bitrader/blog-details.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/blog-details.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:38	26649/26649	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-6819%22	https://thetork.com/demos/html/bitrader/signup.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/signup.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:38	20441/20441	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-4fd9%22	https://thetork.com/demos/html/bitrader/signup-2.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/signup-2.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:38	26013/26013	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-659d%22	https://thetork.com/demos/html/bitrader/signin.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/signin.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:39	19750/19750	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-4d26%22	https://thetork.com/demos/html/bitrader/signin-2.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/signin-2.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:39	24573/24573	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-5ffd%22	https://thetork.com/demos/html/bitrader/forgot-pass.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/forgot-pass.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:40	17560/17560	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-4498%22	https://thetork.com/demos/html/bitrader/forgot-pass-2.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/forgot-pass-2.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:40	23550/23550	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-5bfe%22	https://thetork.com/demos/html/bitrader/404.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/404.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:40	28142/28142	---MCZ	200	added ('OK')	text/html	etag:W/%22654f11f5-6dee%22	https://thetork.com/demos/html/bitrader/contact.html	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/contact.html	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:41	5274/5274	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-149a%22	https://thetork.com/demos/html/bitrader/assets/images/banner/home1/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/banner/home1/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:07:46	736117/736117	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-b3b75%22	https://thetork.com/demos/html/bitrader/assets/images/banner/home1/bg.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/banner/home1/bg.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:04	74601/74601	---M--	200	added ('OK')	image/png	etag:%22654f11f5-12369%22	https://thetork.com/demos/html/bitrader/assets/images/banner/home1/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/banner/home1/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:06	1594/1594	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-63a%22	https://thetork.com/demos/html/bitrader/assets/images/banner/home1/4.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/banner/home1/4.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:06	2041/2041	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-7f9%22	https://thetork.com/demos/html/bitrader/assets/images/partner/light/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/partner/light/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:06	3115/3115	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-c2b%22	https://thetork.com/demos/html/bitrader/assets/images/partner/light/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/partner/light/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:07	1905/1905	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-771%22	https://thetork.com/demos/html/bitrader/assets/images/partner/light/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/partner/light/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:07	2061/2061	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-80d%22	https://thetork.com/demos/html/bitrader/assets/images/partner/light/4.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/partner/light/4.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:08	2280/2280	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-8e8%22	https://thetork.com/demos/html/bitrader/assets/images/partner/light/5.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/partner/light/5.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:08	35820/35820	---M--	200	added ('OK')	image/png	etag:%22654f11f5-8bec%22	https://thetork.com/demos/html/bitrader/assets/images/about/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/about/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:09	24744/24744	---M--	200	added ('OK')	image/png	etag:%22654f11f5-60a8%22	https://thetork.com/demos/html/bitrader/assets/images/feature/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:09	3770/3770	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-eba%22	https://thetork.com/demos/html/bitrader/assets/images/feature/5.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/5.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:10	44337/44337	---M--	200	added ('OK')	image/png	etag:%22654f11f5-ad31%22	https://thetork.com/demos/html/bitrader/assets/images/feature/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:10	3808/3808	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-ee0%22	https://thetork.com/demos/html/bitrader/assets/images/feature/6.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/6.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:10	3772/3772	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-ebc%22	https://thetork.com/demos/html/bitrader/assets/images/feature/7.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/7.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:11	3778/3778	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-ec2%22	https://thetork.com/demos/html/bitrader/assets/images/feature/8.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/8.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:11	4902/4902	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-1326%22	https://thetork.com/demos/html/bitrader/assets/images/feature/shape/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/feature/shape/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:12	1538/1538	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-602%22	https://thetork.com/demos/html/bitrader/assets/images/service/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/service/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:12	850/850	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-352%22	https://thetork.com/demos/html/bitrader/assets/images/service/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/service/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:12	1790/1790	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-6fe%22	https://thetork.com/demos/html/bitrader/assets/images/service/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/service/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:13	1804/1804	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-70c%22	https://thetork.com/demos/html/bitrader/assets/images/service/4.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/service/4.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:13	1195/1195	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-4ab%22	https://thetork.com/demos/html/bitrader/assets/images/service/5.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/service/5.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:13	2548/2548	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-9f4%22	https://thetork.com/demos/html/bitrader/assets/images/service/6.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/service/6.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:14	8116/8116	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-1fb4%22	https://thetork.com/demos/html/bitrader/assets/images/icon/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/icon/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:14	786/786	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264afb9fd-312%22	https://thetork.com/demos/html/bitrader/assets/images/icon/check.svg	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/icon/check.svg	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:16	93104/93104	---M--	200	added ('OK')	image/png	etag:%22654f11f5-16bb0%22	https://thetork.com/demos/html/bitrader/assets/images/team/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/team/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:16	87010/87010	---M--	200	added ('OK')	image/png	etag:%22654f11f5-153e2%22	https://thetork.com/demos/html/bitrader/assets/images/team/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/team/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:16	60065/60065	---M--	200	added ('OK')	image/png	etag:%22654f11f5-eaa1%22	https://thetork.com/demos/html/bitrader/assets/images/team/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/team/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:21	77658/77658	---M--	200	added ('OK')	image/png	etag:%22654f11f5-12f5a%22	https://thetork.com/demos/html/bitrader/assets/images/team/6.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/team/6.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:23	94138/94138	---M--	200	added ('OK')	image/png	etag:%22654f11f5-16fba%22	https://thetork.com/demos/html/bitrader/assets/images/team/7.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/team/7.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:24	84315/84315	---M--	200	added ('OK')	image/png	etag:%22654f11f5-1495b%22	https://thetork.com/demos/html/bitrader/assets/images/team/8.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/team/8.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:25	30112/30112	---M--	200	added ('OK')	image/png	etag:%22654f11f5-75a0%22	https://thetork.com/demos/html/bitrader/assets/images/blog/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/blog/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:25	3072/3072	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-c00%22	https://thetork.com/demos/html/bitrader/assets/images/blog/author/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/blog/author/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:26	29778/29778	---M--	200	added ('OK')	image/png	etag:%22654f11f5-7452%22	https://thetork.com/demos/html/bitrader/assets/images/blog/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/blog/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:26	2224/2224	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-8b0%22	https://thetork.com/demos/html/bitrader/assets/images/blog/author/2.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/blog/author/2.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:27	3246/3246	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-cae%22	https://thetork.com/demos/html/bitrader/assets/images/blog/author/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/blog/author/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:27	20217/20217	---M--	200	added ('OK')	image/png	etag:%22654f11f5-4ef9%22	https://thetork.com/demos/html/bitrader/assets/images/blog/3.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/blog/3.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
14:08:28	5094/5094	---M--	200	added ('OK')	image/png	etag:%2264afb9fd-13e6%22	https://thetork.com/demos/html/bitrader/assets/images/testimonial/1.png	E:/My%20Web%20Sites/Bitrator/thetork.com/demos/html/bitrader/assets/images/testimonial/1.png	(from https://thetork.com/demos/html/bitrader/index.html?theme=dark)
